Unnamed: 0,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genres
123361,wolfgang amadeus mozart,"""ch'io mi scordi di te... non temer, amato bene"", k.505",3Vo7sEkBpmfTgQwwUAv0vF,47,0.988,0.362,574694,0.113,0.000122,D#,0.208,-16.998,Major,0.0441,101.117,4,0.215,"['classical', 'requiem', 'opera', 'classical piano', 'chamber music']"
124920,johann sebastian bach,"""christen, ätzet diesen tag"", bwv 63: i. choral ""christen, ätzet diesen tag""",0sbeEUDcHLqEYTERRIuzBe,43,0.969,0.335,323760,0.292,0.0843,B,0.0962,-16.495,Major,0.0365,171.925,3,0.592,"['classical', 'classical piano']"
125869,antonio vivaldi,"""concerto funebre"" con hautbois sordini e salmoè, violino principale e viole da gamba (si bem. maggiore, rv 579): ii. allegro poco poco",7ksaHUisdk7XXRzUi5p3rw,42,0.814,0.23,209787,0.131,0.0044,E,0.162,-16.184,Major,0.0381,71.458,4,0.117,['classical']
127045,london symphony orchestra,"""dance of the hours"" from la gioconda",6gfBkANhB2EMpB1Jbnjrg8,32,0.847,0.314,210720,0.114,0.294,C#,0.0978,-22.542,Minor,0.0695,83.764,4,0.133,"['classical', 'orchestra', 'opera']"
27870,capcom sound team,"""devils never cry""(スタッフロール)",3ozivYJGJGq6TSzdy8m64X,46,0.000894,0.264,319907,0.951,0.0442,G,0.127,-7.356,Major,0.146,149.99,4,0.159,"['japanese vgm', 'soundtrack']"
91130,bone thugs-n-harmony,"""eternal""",14Klge4yTyUeFEn9yvBUjh,48,0.177,0.818,243920,0.513,1.44e-06,C#,0.469,-9.265,Minor,0.188,80.047,4,0.56,"['gangster rap', 'old school hip hop', 'g-funk']"
28041,maximum the hormone,"""f""",5Yrc9vwPGwz3kNx4n121QM,44,0.00491,0.31,247493,0.983,0.0,C#,0.404,-1.797,Major,0.244,148.705,4,0.691,"['j-rock', 'anime', 'visual kei']"
58430,philharmonia orchestra,"""folle di gelosia"" from il tabarro - voice",4BL397943uUvE9ixyHfdzl,23,0.972,0.25,223000,0.196,0.00223,A,0.244,-14.657,Major,0.0429,71.05,3,0.0383,"['opera', 'classical', 'orchestra']"
129416,frédéric chopin,"""grande valse brillante"" en mi bémol majeur, op. 18",484Ezg9tcPWKIy8CXJ9Reb,30,0.992,0.327,319000,0.057,0.893,G#,0.0805,-27.383,Major,0.0378,129.482,4,0.241,"['classical piano', 'classical']"
37221,black devil disco club,"""h"" friend",6Dy4F2BcVwKLz0tvJ4d9YN,24,0.00104,0.554,343380,0.808,0.00829,A#,0.0547,-6.686,Minor,0.0481,127.494,4,0.795,"['italo disco', 'italo dance', 'hi-nrg', 'electroclash']"
201444,james horner,"""hard to starboard""",3PEzC5YHQsO0mrOYF3nRGQ,28,0.527,0.212,412507,0.145,0.874,C#,0.117,-19.173,Minor,0.0382,147.795,4,0.0385,['soundtrack']
14765,david bowie,"""heroes"" - 2017 remastered version",7Jh1bpe76CNTCgdgAdBw4Z,75,0.000671,0.49,371413,0.758,0.484,G,0.092,-6.491,Major,0.0297,112.114,4,0.435,"['glam rock', 'art rock']"
206669,john williams,"""indiana jones - raiders of the lost ark"" suite",7G6kGHZpFjocVkeZKI0hfJ,24,0.726,0.255,358040,0.246,0.461,F,0.272,-16.106,Major,0.0388,62.68,4,0.303,['soundtrack']
221593,arthur russell,"""instrumentals"" volume 1 - part 1",6hfEzmNLFq74Id66GracYO,34,0.113,0.59,319787,0.821,0.00117,C,0.119,-12.557,Minor,0.0353,113.198,4,0.783,"['art pop', 'minimalism']"
179144,kay starr,"""it's a good day""",0zIqs8nFS5eHLgL0ZprFuP,44,0.935,0.648,119840,0.269,0.0,C,0.104,-8.067,Major,0.0717,152.301,4,0.861,"['christmas', 'vocal jazz']"
187650,inspector,"""lamba do ska"" (llorando se fue)",6KNGqIRhE44Cf56dvcgi1l,39,0.000117,0.601,228400,0.858,0.144,C,0.0469,-2.968,Major,0.0311,142.154,4,0.925,"['ska', 'mexican ska', 'rock en español', 'mexican rock']"
127389,the hilliard ensemble,"""mille regretz"" (després)",27vOEIukMzyPsOQSE4rbgW,36,0.993,0.214,123667,0.0558,0.0322,B,0.12,-25.622,Major,0.0441,83.106,4,0.0333,"['medieval', 'choral', 'requiem', 'gregorian chant']"
57584,giacomo puccini,"""nessun dorma!""",74WjYdm3Lvbwnds4thYPUU,63,0.961,0.171,180933,0.308,0.00546,D,0.319,-12.383,Major,0.0456,171.798,5,0.0889,"['opera', 'classical']"
57701,gioachino rossini,"""non più mesta""",5BALnJGgdgeRY6hQPUDcyL,36,0.98,0.454,189333,0.271,0.00112,E,0.06,-16.531,Major,0.0651,136.707,4,0.35,"['classical', 'opera']"
203734,thomas newman,"""o, we're going home""",0REuTBKVOxzyEw0zNDN754,28,0.776,0.252,98307,0.208,0.000875,A,0.377,-15.638,Major,0.0438,139.784,5,0.0747,['soundtrack']
129148,ludwig van beethoven,"""pastorale"" symphony no.6 in f major, op.68: i. allegro ma non troppo",2fWTvHgM9ZuHd8xpQrdAym,31,0.963,0.325,738973,0.0746,0.782,F,0.113,-17.434,Major,0.0351,110.889,4,0.191,"['classical', 'classical piano', 'chamber music']"
58166,jules massenet,"""pourquoi me réveiller, ô souffle du printemps?""",47KC5PP73D2eqdmnaLPAOy,30,0.939,0.205,183520,0.186,0.753,F#,0.119,-18.988,Minor,0.0412,79.817,4,0.0965,['classical']
232157,quentin miller,"""proper freestyle"".",5okpwK0iFJ2rh92GkFNj77,36,0.293,0.779,88615,0.498,0.0,D,0.0953,-5.66,Minor,0.173,130.05,4,0.361,[]
100081,can't swim,"""sometimes you meet the right people at the wrong times""",1J5WWo4zSTWIKD7VFr6wn4,48,0.000109,0.382,188994,0.851,3.73e-06,E,0.335,-6.023,Minor,0.08,197.883,4,0.331,[]
153559,fall out boy,"""the take over, the breaks over""",3rG8ZkmKHb4Ms6CsSzEITv,60,0.00608,0.596,213587,0.918,1.23e-05,E,0.0683,-2.505,Major,0.0505,149.937,4,0.705,"['emo', 'pop punk']"
123777,franz schubert,"""trout"" quintet in a, op. 114 (die forelle/la truite): ""trout"" quintet in a, op. 114 (die forelle/la truite): ii. andante",2qspLJIbR4qj4X17dZAB1u,44,0.95,0.325,401933,0.0716,0.844,C,0.12,-26.806,Major,0.0516,121.363,4,0.148,"['chamber music', 'classical', 'classical piano']"
57695,antonio caldara,"""vanne pentita a piangere""",754LNPDxC7nsm9xANeL0ID,40,0.984,0.228,525000,0.0573,0.0437,A,0.187,-23.794,Major,0.0626,81.272,4,0.0665,[]
176274,kid koala,"""was he slow?"" - music from the motion picture baby driver",283fC78iSwdjeo5OM5nlQp,39,0.373,0.754,106880,0.719,0.259,A#,0.12,-5.806,Minor,0.371,175.99,4,0.674,['trip hop']
197634,max richter,"""we circle through the night, consumed by fire"" - recorded at spotify studios nyc",7pAksEVGKqiXRvl2bO0vhy,55,0.464,0.196,594700,0.165,0.938,A,0.114,-21.143,Minor,0.0428,119.655,4,0.0354,"['neoclassical', 'minimalism', 'classical', 'ambient']"
206577,harry gregson-williams,"""who are you?""",6iek1Or05ocEjJNLrI2JIp,29,0.387,0.354,95880,0.196,0.839,A#,0.0994,-22.091,Minor,0.0291,79.97,4,0.251,['soundtrack']
51087,queens of the stone age,"""you got a killer scene there, man...""",6ZZiYOTFuZC1XLJjMiEnvS,32,0.00688,0.55,296627,0.617,0.112,B,0.238,-5.662,Minor,0.0304,101.214,4,0.46,"['stoner rock', 'alternative rock']"
90098,the notorious b.i.g.,#!*@ you tonight (feat. r. kelly) - 2014 remastered version,1ry9AyQVzzK2iDt6vMY2ku,53,0.18,0.578,345467,0.57,0.0,F,0.0632,-4.982,Minor,0.242,177.772,4,0.716,"['old school hip hop', 'gangster rap', 'east coast hip hop', 'hip hop']"
61771,nelly,#1,7rSj5gEdN5KgHwbnEVAZ4b,50,0.0236,0.792,198773,0.6,0.0,G,0.419,-6.157,Major,0.228,89.985,4,0.463,[]
155260,garbage,#1 crush,0P6USuYzHP8GdAyNKLkTZi,51,0.000294,0.634,285107,0.63,0.00103,D,0.349,-7.112,Minor,0.0234,94.195,4,0.424,[]
92162,$uicideboy$,#1 stunna,4F55jw9ZucEkKlsbMukUrh,52,0.514,0.809,161704,0.489,4.69e-06,F#,0.1,-8.948,Major,0.0541,107.055,4,0.495,"['emo rap', 'horrorcore', 'cloud rap', 'trap metal', 'underground hip hop']"
217174,aphex twin,#10,70txB0RmsuMbo5Q1KOBGln,32,0.974,0.116,598067,0.0472,0.905,D#,0.0988,-29.543,Minor,0.0413,69.533,4,0.0201,"['idm', 'ambient', 'electronica']"
86415,trey songz,#1fan,5u6uBulKYQ9EfTJP3lKhoq,44,0.359,0.353,236360,0.579,1.33e-06,C#,0.143,-7.29,Minor,0.151,180.208,4,0.0672,['r&b']
225672,dave matthews band,#41,2nklcPJ3YhYJfC2ibStXz9,55,0.00199,0.577,399800,0.726,0.0386,E,0.158,-8.011,Minor,0.0299,107.416,4,0.764,['jam band']
60701,lo-fang,#88,1jjwFHRnfgBTJ049RJz8CQ,51,0.399,0.543,348080,0.338,0.0313,G,0.0812,-9.674,Major,0.0586,135.097,4,0.395,[]
62911,john lennon,#9 dream - remastered 2010,4ZVWvCUwsOnIGmJMj71RkG,53,0.0744,0.406,286813,0.597,0.0133,C,0.254,-11.745,Major,0.0336,115.474,4,0.478,['christmas']
59891,tank,"#bday (feat. chris brown, siya and sage the gemini)",1lp1YyncJKAabaSuP3vvuf,52,0.24,0.661,312027,0.604,0.0,F,0.116,-6.827,Minor,0.052,99.969,4,0.64,"['opera', 'mizrahi']"
55281,mariah carey,#beautiful,617KSbx52ACbnQBxSsG26X,55,0.346,0.677,199867,0.749,0.0,E,0.347,-5.405,Major,0.0391,107.042,4,0.469,['christmas']
185777,the paranoias,#cute,1PUblC6RjmjAlY82GC8BZj,22,0.142,0.587,86189,0.707,0.0136,D,0.115,-8.952,Major,0.0797,144.512,4,0.676,"['ska', 'mexican ska', 'ska punk']"
162085,l'omy,#fulldemango,6C6OOoI5vjejjyXOtLP8AV,39,0.216,0.712,176177,0.683,0.0,G#,0.338,-4.784,Major,0.127,93.842,4,0.593,[]
17479,miley cyrus,#getitright,1u6GCyU5atrzrAqwC55og1,54,0.0581,0.844,264707,0.614,6.99e-06,F,0.0769,-6.19,Major,0.0708,116.034,4,0.714,[]
177313,nate harasim,#harmonypark,2imXq587csMG825blacHgO,35,0.148,0.763,274307,0.785,0.0209,G,0.0866,-6.164,Major,0.0371,112.012,4,0.481,['smooth jazz']
86591,jazmine sullivan,#hoodlove,5kPZcF1w6y5ofwPRINdwn0,39,0.0452,0.619,223027,0.706,0.00816,G,0.242,-8.22,Major,0.112,149.784,4,0.634,"['r&b', 'neo soul']"
224710,the neighbourhood,#icanteven,0xSfELjbi6QwmprLDu4Nrx,60,0.114,0.359,234480,0.625,1.9e-05,F#,0.0787,-9.387,Minor,0.146,111.866,4,0.154,[]
83225,lil' kim,#mine (feat. kevin gates),5j58cEDugUG4eXncGfPO87,51,0.00286,0.681,282645,0.754,0.0,D,0.255,-3.706,Major,0.381,130.214,4,0.218,['east coast hip hop']
25937,borgore,#newgoreorder (feat. malcolm mcdowell),4o7Vnjrs7WRXND7ChddcgM,37,0.151,0.628,134143,0.743,0.0163,G#,0.141,-4.374,Major,0.138,140.258,4,0.278,"['dubstep', 'dub', 'riddim']"
16349,the chainsmokers,#selfie,1HOlb9rdNOmy9b1Fakicjo,65,0.0134,0.807,183750,0.916,1.22e-05,C,0.0787,-3.282,Major,0.226,127.973,4,0.651,[]
202385,david arnold,#sherlocklives,5a9dvzfd7fJYarntr1ujrT,26,0.27,0.232,169347,0.199,0.945,D,0.252,-17.292,Major,0.0417,78.142,4,0.0694,['soundtrack']
133769,magic!,#sundayfunday,7exnxg6XItzllOVVvFgwQE,42,0.116,0.745,181107,0.791,0.000296,F#,0.059,-4.433,Major,0.0716,93.956,4,0.666,[]
13037,rawayana,#sádico,66DTTmu0lvfoIloKnHRxlJ,52,0.274,0.805,344947,0.622,0.000838,C#,0.102,-10.902,Major,0.141,122.006,4,0.716,"['spanish-language reggae', 'reggae']"
131752,miyagi,#tamada feat. al l bo & wooshendoo,3YDv3pFyUNNm0OlYWmNnTI,56,0.0538,0.781,259281,0.646,0.000707,F#,0.106,-8.011,Minor,0.0382,114.985,4,0.299,[]
113572,will.i.am,#thatpower,01TuObJVd7owWchVRuQbQw,67,0.00112,0.797,279507,0.608,7.66e-05,F#,0.0748,-6.096,Minor,0.0583,128.0,4,0.403,[]
92532,busta rhymes,#twerkit,27uj8wY486yzDkm45hue1e,50,0.154,0.648,231320,0.917,3.39e-06,F#,0.444,-4.319,Minor,0.449,149.421,4,0.655,['east coast hip hop']
231741,the main squeeze,#w w c,2KhiD8zcF4OZBMlm9a2o54,35,0.261,0.648,256267,0.821,0.00149,C,0.0823,-6.525,Major,0.142,159.979,4,0.771,['retro soul']
83658,devvon terrell,#wcw,6kCP4XiMpWOdBcw010cDdp,47,0.696,0.547,195000,0.272,0.0,F,0.11,-10.605,Minor,0.211,101.962,4,0.357,[]
66860,xxxtentacion,$$$ - with matt ox,65u1dHQyQyE4y4aN2eDmMF,75,0.0636,0.774,130403,0.507,0.0,C#,0.138,-6.952,Minor,0.065,140.067,4,0.508,['emo rap']
26664,david holmes,$160 million chinese man,6931KFlt8FNv1v4Us6Cbo2,37,0.0272,0.449,250000,0.888,0.84,A,0.615,-8.977,Major,0.1,114.15,4,0.741,"['trip hop', 'big beat']"
186598,bomb the music industry!,"$2,400,000",39gDLHLJUhpcHe621gsNxX,22,0.0563,0.484,357573,0.356,1.5e-05,D,0.0531,-7.417,Major,0.0347,106.76,3,0.299,"['folk punk', 'ska punk', 'ska', 'anti-folk', 'skate punk']"
47961,jimi hendrix,$20 fine,7pse475uICmWRY5hEkvPvI,41,0.0896,0.569,299080,0.887,0.431,C,0.345,-8.972,Major,0.0397,120.949,4,0.738,"['psychedelic rock', 'classic rock', 'acid rock', 'blues rock']"
18224,steve aoki,"$4,000,000 (feat. ma$e & big gigantic)",5gUBKp6E6BV3hz6IbIiAoD,54,0.153,0.737,194506,0.921,0.0201,C#,0.138,-2.882,Major,0.0786,109.971,4,0.55,"['electro house', 'edm']"
216569,bleu edmondson,$50 dollars and a flask of crown,5IfdDiOJitysgex3qEL0bn,44,0.215,0.748,205827,0.695,0.000264,E,0.246,-7.755,Major,0.0358,114.927,4,0.876,"['texas country', 'red dirt']"
87536,lil dicky,$ave dat money (feat. fetty wap & rich homie quan),6AoYWCzsDls6c61Zp5qTuU,71,0.114,0.858,290836,0.697,0.0,D,0.224,-5.361,Major,0.23,98.012,4,0.364,[]
140855,max frost,$dreams,6QZtmgaUkxWk3Rlq3Upll6,51,0.0194,0.8,214080,0.626,0.00416,G,0.103,-6.043,Major,0.0482,106.974,4,0.792,[]
14264,apink,%%(eung eung),4SpQDJz1JiRT2mHxvyqN9K,69,0.294,0.647,208105,0.855,0.0,F,0.137,-2.944,Minor,0.037,144.867,4,0.683,['k-pop']
36469,boys noize,& down,3TMwHtO5c4jlnnFZK8MuBH,37,0.0473,0.619,258133,0.629,0.227,C#,0.314,-4.109,Minor,0.33,123.003,4,0.262,['electro house']
108544,billie eilish,&burn (with vince staples),7uX3gufAoBVqKVoD3dBLLD,76,0.219,0.784,179016,0.379,0.00113,A,0.0984,-9.33,Minor,0.256,82.518,4,0.347,[]
77884,sir sly,&run,0w4m3Xp4svlIoyL94Zjlyd,64,0.0213,0.759,226587,0.651,0.000165,F,0.18,-8.317,Major,0.0565,92.023,4,0.471,[]
28207,sawanohiroyuki[nzk],&z (feat. mizuki),7gY66x073dO4ZlI6Rex9y2,36,0.00602,0.528,280733,0.932,0.0,G#,0.183,-4.207,Major,0.0698,158.035,4,0.589,"['anime', 'j-pop', 'j-rock']"
43779,nick drake,' cello song,42yexCY4dCftowtAZXuAIj,53,0.686,0.517,284640,0.396,0.752,D#,0.0636,-16.994,Major,0.0334,118.778,4,0.522,"['folk', 'singer-songwriter']"
222421,queen,'39 - remastered 2011,0kIpcu3DQacQObHVyra9Jx,59,0.0289,0.519,210800,0.572,0.0,G#,0.11,-9.737,Major,0.0271,101.641,4,0.385,"['classic rock', 'rock', 'glam rock']"
197181,brian mcknight,'42 (grown up tipsy),73esAnxAkxepwUHFdxqkxc,37,0.34,0.708,224853,0.53,2.86e-06,C#,0.331,-7.267,Major,0.0435,95.017,4,0.384,"['quiet storm', 'r&b']"
36089,lemon jelly,'64 aka go,2V4sU00fQIadou784uJPSt,37,0.00192,0.457,391960,0.943,0.74,F,0.102,-4.381,Minor,0.0396,111.0,4,0.0346,"['downtempo', 'trip hop']"
85972,ro james,'84,2BY4XzOaX7Pz5xLu2Fz54N,38,0.223,0.565,271386,0.669,7.02e-05,F,0.122,-5.994,Minor,0.166,153.96,4,0.223,['country']
127405,andy james,'85,0Ok8iokIiG7owG91INCiz3,34,0.00366,0.268,292313,0.878,0.0242,E,0.37,-3.851,Minor,0.057,154.838,4,0.186,['vocal jazz']
184844,the bouncing souls,'87,0Hlyz1JgBO23tNiW0ISmjJ,31,0.00154,0.366,207573,0.931,7.69e-06,G,0.0767,-6.088,Major,0.0463,165.03,4,0.663,"['punk', 'skate punk', 'ska punk', 'ska', 'melodic hardcore', 'pop punk']"
88526,eminem,'97 bonnie & clyde,6PJiaxg1lFSJFdMJrW7avo,56,0.094,0.713,316400,0.909,0.000169,A,0.306,-6.535,Minor,0.527,184.032,4,0.73,"['rap', 'hip hop']"
70751,benny the butcher,'97 hov,1qzlwbV6SwHYOR3mhu6ZEd,55,0.47,0.462,250737,0.517,0.0,C#,0.147,-12.017,Major,0.369,79.585,4,0.656,['boom bap']
190686,the jam,'a' bomb in wardour street,0uNicj3qxwGhHWQ4QnNfC2,36,0.014,0.644,156933,0.792,0.000192,E,0.145,-10.682,Major,0.0549,154.591,4,0.897,[]
151334,jeremy zucker,'bout it (feat. daniel james & benjamin o),0AIL1m3mlMi98wKOaJ7uoG,57,0.21,0.892,263359,0.619,0.0,A#,0.0818,-5.728,Major,0.0968,130.983,4,0.92,[]
58661,vincenzo bellini,'casta diva...ah! bello a me ritorna' from 'norma',1ZH0xTxbu5UdCQCiuRJXkd,29,0.993,0.168,531827,0.176,0.3,F,0.168,-12.655,Major,0.0421,64.074,3,0.0712,['opera']
193239,lenny williams,'cause i love you,25z0QF3ANJPVM04fTbty45,50,0.578,0.519,429120,0.358,0.0,A#,0.161,-10.434,Minor,0.0582,129.629,3,0.369,['quiet storm']
222500,tame impala,'cause i'm a man,2O99aywAVBhaPrsiJ6zbSS,66,0.108,0.547,241987,0.695,0.00301,A,0.14,-4.969,Major,0.0337,144.684,4,0.641,"['neo-psychedelic', 'indie']"
145968,blossom dearie,'deed i do,2ZFXhQDfyv1KpE2FNCWU4T,55,0.872,0.58,133667,0.221,6.29e-05,G,0.0969,-16.701,Major,0.037,134.471,4,0.372,"['vocal jazz', 'french jazz', 'jazz']"
144507,this band,'di na babalik,5S4T2Pdr8qhetF3UhkwuMj,69,0.323,0.571,371893,0.469,0.000579,A#,0.217,-9.605,Major,0.029,136.028,4,0.253,"['opm', 'p-pop', 'pinoy indie', 'pinoy alternative', 'harana']"
29028,radwimps,'i' novel,5jDKr3M0gLwlmk4srG9NMF,33,0.0137,0.571,358480,0.763,5.85e-06,A,0.293,-4.503,Major,0.0436,91.974,4,0.761,"['anime', 'j-pop', 'j-rock']"
156761,descendents,'merican,2BY2O9OybmxpND0DqNgx97,50,0.0405,0.524,111200,0.99,0.0,A,0.226,-4.009,Minor,0.11,100.653,4,0.37,"['punk', 'skate punk', 'hardcore punk', 'ska punk', 'melodic hardcore']"
57674,luciano pavarotti,'o sole mio,6APIeDnJBcgEFOWv5plRhD,48,0.948,0.265,201427,0.27,0.126,A,0.148,-13.995,Major,0.0371,73.309,3,0.278,"['opera', 'classical', 'canzone napoletana']"
130677,andrea bocelli,'o sole mio - remastered,0h9JF5R3Rs804bxXFKVhjj,33,0.96,0.2,200570,0.325,5.11e-05,G,0.276,-7.245,Major,0.0297,90.597,3,0.396,['opera']
178673,thelonious monk,'round about midnight,0hfmpQdKoSy8wDXj3YYcWY,32,0.993,0.529,314333,0.113,0.906,B,0.185,-17.829,Major,0.0621,139.652,4,0.192,"['jazz', 'bebop', 'hard bop', 'cool jazz', 'free jazz']"
146011,tony bennett,'s wonderful,4tqGZzY8YmngfaTqUAHENj,59,0.885,0.546,170187,0.244,9.21e-05,G,0.108,-12.515,Minor,0.0435,77.248,4,0.412,"['vocal jazz', 'christmas', 'big band', 'adult standards', 'jazz']"
180820,anita o'day,'s wonderful / they can't take that away from me,3XwiYHiSM6GbjwJsCp3GBP,41,0.894,0.464,180040,0.247,0.0,G,0.104,-16.549,Major,0.131,83.828,4,0.536,"['vocal jazz', 'jazz', 'swing music', 'big band']"
71124,ella fitzgerald,'tain't what you do (it's the way that cha do it),4mJZFPsfNbNk1ZhfLtqeW7,29,0.911,0.658,178067,0.249,2.57e-05,F,0.115,-11.111,Major,0.128,80.891,4,0.853,"['vocal jazz', 'jazz', 'swing music', 'jazz blues', 'big band', 'christmas']"
58821,léo delibes,'the flower duet' from lakmé,6DAd83PmxRfdA3GmVrOrfW,23,0.973,0.301,212760,0.13,0.436,B,0.269,-19.403,Major,0.0461,123.17,3,0.0459,"['classical', 'opera']"
182923,nathan lane,'til him,6PvkgNl39geFWiBMzEeWjM,26,0.933,0.306,222147,0.205,6.37e-06,F,0.762,-15.206,Major,0.0486,82.135,3,0.266,[]
196932,paloma faith,'til i'm done,76XiuZocJ1LzuLfzt2KEUg,51,0.00672,0.687,224693,0.675,1.35e-05,A,0.0906,-4.345,Minor,0.0331,119.945,4,0.571,[]
131340,buju banton,'til i'm laid to rest,12BLbjxwEa880uzys2iEUd,41,0.207,0.795,263560,0.693,0.0,G#,0.171,-9.373,Major,0.366,144.035,4,0.893,"['reggae', 'dancehall', 'ragga', 'lovers rock', 'roots reggae', 'soca']"
214826,randy rogers,'til it does,2cUR2tZlH6fAlNpIjZ9RlQ,49,0.271,0.314,216782,0.704,0.0,A,0.0842,-4.521,Major,0.0399,185.665,4,0.499,"['texas country', 'red dirt', 'country', 'outlaw country']"
70975,albert king,'til my back ain't got no bone,5flQ5SfdUAn73ejKPOFhRy,28,0.161,0.752,449733,0.273,0.0102,A,0.0676,-15.0,Major,0.0497,141.401,4,0.67,"['blues', 'classic blues', 'soul blues', 'blues rock', 'jazz blues', 'modern blues']"
216414,keith urban,'til summer comes around,1CKmI1IQjVEVB3F7VmJmM3,42,0.593,0.57,331467,0.629,0.000136,A,0.77,-7.608,Minor,0.0331,127.907,4,0.308,['country']
909,jon langston,'til sunrise,2taqaL2euLQFhKpegc1ySC,41,0.019,0.468,169611,0.876,0.0,A,0.299,-4.39,Major,0.0475,145.97,4,0.551,['country']
102684,311,'til the city's on fire,6nFN8XceKhxfJeSzhptUVA,44,0.0456,0.637,176907,0.795,0.0,F#,0.248,-6.933,Minor,0.0735,91.524,4,0.522,"['reggae rock', 'funk rock', 'rap rock']"
219256,jeremy camp,'til the end,0GkjiLmGwNpG5xJ6GEAm07,30,0.0196,0.55,182747,0.922,0.0,F#,0.463,-2.184,Major,0.0541,95.963,4,0.692,"['christian', 'ccm', 'worship', 'christian rock', 'christian alternative rock', 'christian pop']"
23743,boogie t,'til the joint rolled,23iUQgXkHZj1BRqKjAtY48,39,0.00128,0.702,260000,0.905,0.0317,C,0.38,-3.974,Minor,0.137,150.005,4,0.562,['melodic rap']
179880,esperanza spalding,'til the next (eyes),4WuJEmipu8rFAdgxDsuFC0,33,0.894,0.492,257086,0.299,0.0094,A#,0.0726,-12.955,Major,0.0459,165.315,3,0.195,"['vocal jazz', 'jazz']"
102093,slipknot,'til we die,7bhfCl1a1InaSy8NOWVswk,52,0.137,0.482,345693,0.751,0.0,E,0.162,-4.993,Major,0.0467,148.048,3,0.521,"['nu metal', 'metal', 'alternative metal', 'rap metal', 'heavy metal']"
86538,after 7,'til you do me right,1QJDgtV8L8jCnpM1RIauAp,44,0.0781,0.612,294600,0.542,0.0,F,0.0763,-7.563,Major,0.0264,76.744,4,0.433,"['new jack swing', 'quiet storm']"
49886,john hammond,'till the money runs out,0XNcZdLhpqrn2BVCJ6SmGT,29,0.579,0.736,242933,0.649,0.00074,G,0.14,-7.441,Major,0.0636,119.869,4,0.575,"['jazz funk', 'soul jazz', 'acid jazz', 'jazz fusion']"
147443,red garland trio,'tis autumn,4Gv9rfzkqUZp3iE3JBTcd6,44,0.953,0.591,547827,0.151,0.81,C,0.166,-18.003,Minor,0.0383,72.21,4,0.183,"['hard bop', 'jazz', 'cool jazz', 'jazz blues', 'bebop']"
4347,alan jackson,'tis so sweet to trust in jesus,4S30QyK0Beib24tWmh4sPr,38,0.898,0.505,112760,0.182,0.0,D#,0.103,-11.943,Major,0.0247,86.204,4,0.451,"['country', 'christian country', 'classic country']"
125315,arthur rubinstein,"'widmung,' liebeslied from myrthen op. 25 no. 1",1xsMEglmiVtBLZVCiseFU3,36,0.995,0.352,213440,0.0824,0.901,G#,0.102,-17.412,Major,0.0325,91.737,3,0.105,"['classical piano', 'classical']"
176154,holly cole,'zat you santa claus,1QRw763OjwBvif7oGBZKit,33,0.715,0.536,204800,0.349,0.0,D#,0.131,-7.304,Major,0.0358,88.014,4,0.24,['vocal jazz']
